variant_id,source_kb_id,category,subcategory,original_question,variant_question,review_status,review_notes
v3227,1613,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ايمرجنسي مانع حمل گولي معمول جي مانع حمل جو متبادل ٿي سگهي ٿي ڇا؟,emergency pill کي روزانو استعمال جي بدل بڻائي سگهجي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3228,1613,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ايمرجنسي مانع حمل گولي معمول جي مانع حمل جو متبادل ٿي سگهي ٿي ڇا؟,emergency pill کي روزانو استعمال جي بدل بڻائي سگهجي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3229,1614,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مانع حمل انجيڪشن (Depo-Provera) ڪيترو عرصو اثرائتو رهي ٿو؟,مانع حمل انجيڪشن ڪيترو ماهواري اثرائتو رهي ٿو؟,auto_ok,genuine reword - needs native-speaker review
v3230,1614,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مانع حمل انجيڪشن (Depo-Provera) ڪيترو عرصو اثرائتو رهي ٿو؟,Depo-Provera injection ڪيترو وقت تائين ڪم ڪري ٿي؟,auto_ok,genuine reword - needs native-speaker review
v3231,1615,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مانع حمل پيچ (patch) ڪيئن ڪم ڪري ٿو؟,مانع حمل پيچ ڪيئن ڪم ڪري ٿو؟,auto_ok,genuine reword - needs native-speaker review
v3232,1615,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مانع حمل پيچ (patch) ڪيئن ڪم ڪري ٿو؟,contraceptive patch ڪيئن اثر ڏيکاري ٿو؟,auto_ok,genuine reword - needs native-speaker review
v3233,1616,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مانع حمل رِنگ (vaginal ring) ڪيتري اثرائتي آهي؟,مانع حمل رِنگ ڪيتري اثرائتي آهي؟,auto_ok,genuine reword - needs native-speaker review
v3234,1616,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مانع حمل رِنگ (vaginal ring) ڪيتري اثرائتي آهي؟,vaginal ring ڪيتري مؤثر آهي؟,auto_ok,genuine reword - needs native-speaker review
v3235,1617,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا کير پيارڻ دوران مانع حمل گوليون استعمال ڪري سگھجي ٿو؟,ٿڃ پيارڻ دوران مانع حمل گوريون استعمال ڪري سگهجن ٿيون ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3236,1617,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا کير پيارڻ دوران مانع حمل گوليون استعمال ڪري سگھجي ٿو؟,breastfeeding دوران birth control pills کائي سگهجن ٿيون ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3237,1618,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مرد جي نس بندي (vasectomy) کي واپس ورائي سگھجي ٿو؟,مرد جي نس بندي کي واپس ورائي سگهجي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3238,1618,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مرد جي نس بندي (vasectomy) کي واپس ورائي سگھجي ٿو؟,vasectomy کي reverse ڪري سگهجي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3239,1619,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ٽيوبل لائيگيشن (Tubal Ligation) ڇا آهي؟,ٽيوبل لائيگيشن ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v3240,1619,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ٽيوبل لائيگيشن (Tubal Ligation) ڇا آهي؟,Tubal Ligation جو مطلب ڪهڙو آهي؟,auto_ok,genuine reword - needs native-speaker review
v3241,1620,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا نان-هارمونل مانع حمل طريقا موجود آهن؟,نان-هارمونل مانع حمل طريقا موجود آهن ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3242,1620,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا نان-هارمونل مانع حمل طريقا موجود آهن؟,بغير هارمون واري contraception ڪهڙي آهي؟,auto_ok,genuine reword - needs native-speaker review
v3243,1621,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڪاپر IUD ۽ هارمونل IUD ۾ ڪهڙو فرق آهي؟,ڪاپر IUD ۽ هارمونل IUD ۾ ڇا فرق آهي؟,auto_ok,genuine reword - needs native-speaker review
v3244,1621,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڪاپر IUD ۽ هارمونل IUD ۾ ڪهڙو فرق آهي؟,copper IUD ۽ hormonal IUD ۾ ڪيئن فرق ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v3245,1622,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مانع حمل گوليون جسماني وزن کي متاثر ڪن ٿيون؟,مانع حمل گوريون جسماني وزن کي متاثر ڪن ٿيون ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3246,1622,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مانع حمل گوليون جسماني وزن کي متاثر ڪن ٿيون؟,birth control pills سان وزن تي اثر پوي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3247,1623,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مانع حمل طريقن جي چونڊ عمر سان تبديل ٿئي ٿي؟,مانع حمل طريقن جي چونڊ عمر سان تبديل ٿئي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3248,1623,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا مانع حمل طريقن جي چونڊ عمر سان تبديل ٿئي ٿي؟,عمر مطابق contraception جي چونڊ مختلف ٿئي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3249,1624,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ايمرجنسي مانع حمل گولي ۽ عام مانع حمل گولي ۾ ڪهڙو فرق آهي؟,ايمرجنسي مانع حمل گولي ۽ عام مانع حمل گولي ۾ ڇا فرق آهي؟,auto_ok,genuine reword - needs native-speaker review
v3250,1624,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ايمرجنسي مانع حمل گولي ۽ عام مانع حمل گولي ۾ ڪهڙو فرق آهي؟,emergency pill ۽ regular birth control pill ۾ ڪيئن فرق ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v3251,1625,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا IUD لڳائڻ درد ناڪ عمل آهي؟,IUD لڳائڻ دردناڪ عمل آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3252,1625,زرخيزي ۽ پيداواري صحت,حمل حمل ۽ خانداني منصوبه بندي جا طريقا,ڇا IUD لڳائڻ درد ناڪ عمل آهي؟,IUD لڳائيندي درد محسوس ٿئي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3253,1626,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: عورت جي عمر زرخيزي کي متاثر نٿي ڪري. ڇا اهو سچ آهي؟,عورت جي عمر زرخيزي کي متاثر نٿي ڪري، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3254,1626,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: عورت جي عمر زرخيزي کي متاثر نٿي ڪري. ڇا اهو سچ آهي؟,عورت جي عمر جو fertility سان ڪو تعلق ناهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3255,1627,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: صرف عورتن جي زرخيزي جو عمر سان تعلق آهي، مردن جو نه. ڇا اهو سچ آهي؟,صرف عورتن جي زرخيزي جو عمر سان تعلق آهي، مردن جو نه، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3256,1627,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: صرف عورتن جي زرخيزي جو عمر سان تعلق آهي، مردن جو نه. ڇا اهو سچ آهي؟,مرد جي fertility عمر سان اثر نٿي انداز ٿئي، رڳو عورتن جي ٿئي ٿي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3257,1628,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ ڀيرو حمل ٿيڻ کان پوءِ زرخيزي جا مسئلا ختم ٿي وڃن ٿا. ڇا اهو سچ آهي؟,هڪ ڀيرو حمل ٿيڻ بعد زرخيزي جا مسئلا ختم ٿي وڃن ٿا، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3258,1628,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ ڀيرو حمل ٿيڻ کان پوءِ زرخيزي جا مسئلا ختم ٿي وڃن ٿا. ڇا اهو سچ آهي؟,پهريون حمل ٿي وڃي ته infertility دوباره نٿي ٿئي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3259,1629,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: توهان هميشه ٻڌائي سگهو ٿا ته توهان اڪيلو درد جي ڪري ovulating آهيو. ڇا اهو سچ آهي؟,توهان هميشه درد مان ovulation ٿيڻ جي خبر پاتي سگهو ٿا، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3260,1629,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: توهان هميشه ٻڌائي سگهو ٿا ته توهان اڪيلو درد جي ڪري ovulating آهيو. ڇا اهو سچ آهي؟,اووليشن جو احساس هميشه سور ذريعي ٿئي ٿو، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3261,1630,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: جنس کان پوء ڊچنگ حمل کي روڪي ٿو. ڇا اهو سچ آهي؟,جنس بعد ڊچنگ حمل کي روڪي ٿي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3262,1630,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: جنس کان پوء ڊچنگ حمل کي روڪي ٿو. ڇا اهو سچ آهي؟,intercourse بعد douching سان حمل رڪجي وڃي ٿو، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3263,1631,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: تناؤ (stress) جو زرخيزي سان ڪوبه تعلق ناهي. ڇا اهو سچ آهي؟,تناؤ جو زرخيزي سان ڪوبه تعلق ناهي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3264,1631,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: تناؤ (stress) جو زرخيزي سان ڪوبه تعلق ناهي. ڇا اهو سچ آهي؟,ذهني دٻاءُ ۽ fertility ۾ ڪو ناتو ناهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3265,1632,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: جماع کان پوءِ ٽنگون مٿي ڪرڻ سان حمل جو امڪان وڌي ٿو. ڇا اهو سچ آهي؟,جماع کان پوءِ ٽنگون مٿي ڪرڻ سان حمل جو امڪان وڌي ٿو، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3266,1632,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: جماع کان پوءِ ٽنگون مٿي ڪرڻ سان حمل جو امڪان وڌي ٿو. ڇا اهو سچ آهي؟,intercourse بعد پير مٿي کڻڻ سان حمل جو چانس وڌي ٿو، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3267,1633,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: ٻار پيدا ٿيڻ ۾ دير سبب هميشه عورت جو ئي قصور آهي. ڇا اهو سچ آهي؟,ٻار پيدا ٿيڻ ۾ دير هميشه عورت جو ئي قصور آهي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3268,1633,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: ٻار پيدا ٿيڻ ۾ دير سبب هميشه عورت جو ئي قصور آهي. ڇا اهو سچ آهي؟,حمل ۾ دير سبب هميشه عورت ذميدار هوندي آهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3269,1634,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: پهرين ڀيري جماع ڪرڻ سان حمل نٿو ٿئي. ڇا اهو سچ آهي؟,پهرين ڀيري جماع ڪرڻ سان حمل نٿو ٿئي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3270,1634,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: پهرين ڀيري جماع ڪرڻ سان حمل نٿو ٿئي. ڇا اهو سچ آهي؟,first-time intercourse ۾ حمل ناممڪن آهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3271,1635,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: کير پياريندڙ عورت حامله نٿي ٿي سگهي. ڇا اهو سچ آهي؟,ٿڃ پياريندڙ عورت حامله نٿي ٿي سگهي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3272,1635,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: کير پياريندڙ عورت حامله نٿي ٿي سگهي. ڇا اهو سچ آهي؟,breastfeeding ڪندڙ عورت کي ٻيهر حمل نٿو ٿي سگهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3273,1636,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ ڀيرو حمل ضايع ٿيڻ کان پوءِ ٻيهر حامله ٿي نه سگهبو. ڇا اهو سچ آهي؟,هڪ ڀيرو حمل ضايع ٿيڻ بعد ٻيهر حامله ٿي نٿو سگهجي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3274,1636,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ ڀيرو حمل ضايع ٿيڻ کان پوءِ ٻيهر حامله ٿي نه سگهبو. ڇا اهو سچ آهي؟,miscarriage بعد ٻيهر حمل نٿو ٿي سگهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3275,1637,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: ڇوڪرو يا ڇوڪري پيدا ٿيڻ جو دارومدار عورت تي هوندو آهي. ڇا اهو سچ آهي؟,ڇوڪرو يا ڇوڪري پيدا ٿيڻ جو دارومدار عورت تي هوندو آهي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3276,1637,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: ڇوڪرو يا ڇوڪري پيدا ٿيڻ جو دارومدار عورت تي هوندو آهي. ڇا اهو سچ آهي؟,ٻار جي جنس صرف عورت جي ڪري طئي ٿئي ٿي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3277,1638,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: ڏاڍا سخت اسٽريچ يا ورزش سان حمل جو موقعو وڌي ٿو. ڇا اهو سچ آهي؟,ڏاڍا سخت اسٽريچ يا ورزش سان حمل جو موقعو وڌي ٿو، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3278,1638,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: ڏاڍا سخت اسٽريچ يا ورزش سان حمل جو موقعو وڌي ٿو. ڇا اهو سچ آهي؟,سخت stretching سان حمل ٿيڻ جو چانس وڌي ٿو، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3279,1639,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: ماهواري باقاعده هجڻ جو مطلب آهي زرخيزي ۾ ڪو مسئلو نه آهي. ڇا اهو سچ آهي؟,ماهواري باقاعده هجڻ جو مطلب زرخيزي ۾ ڪو مسئلو ناهي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3280,1639,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: ماهواري باقاعده هجڻ جو مطلب آهي زرخيزي ۾ ڪو مسئلو نه آهي. ڇا اهو سچ آهي؟,period وقت تي اچڻ سان fertility ۾ ڪا خرابي نٿي ٿي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3281,1640,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: مانع حمل گوليون ڊگهي عرصي استعمال ڪرڻ سان مستقل بانجھ پن ٿئي ٿو. ڇا اهو سچ آهي؟,مانع حمل گوريون ڊگهو وقت کائڻ سان مستقل بانجھ پن ٿئي ٿو، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3282,1640,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: مانع حمل گوليون ڊگهي عرصي استعمال ڪرڻ سان مستقل بانجھ پن ٿئي ٿو. ڇا اهو سچ آهي؟,birth control ڊگهو ماهواري کائڻ سان هميشه لاءِ infertility ٿي وڃي ٿي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3283,1641,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: مرد هميشه زرخيز رهن ٿا، انهن جي زرخيزي ڪڏهن گھٽجي نٿي. ڇا اهو سچ آهي؟,مرد هميشه زرخيز رهن ٿا، سندن fertility ڪڏهن نٿي گھٽجي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3284,1641,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: مرد هميشه زرخيز رهن ٿا، انهن جي زرخيزي ڪڏهن گھٽجي نٿي. ڇا اهو سچ آهي؟,مردن جي fertility ڪڏهن به گھٽ نٿي ٿي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3285,1642,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ عورت جيڪا هڪ ڀيرو حامله ٿي سگهي ٿي، هوءَ هميشه حامله ٿي سگهندي. ڇا اهو سچ آهي؟,هڪ ڀيرو حامله ٿيندڙ عورت هميشه حامله ٿي سگهندي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3286,1642,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ عورت جيڪا هڪ ڀيرو حامله ٿي سگهي ٿي، هوءَ هميشه حامله ٿي سگهندي. ڇا اهو سچ آهي؟,پهريون حمل ٿي وڃي ته ايندڙ سڀ حمل به آسان هوندا، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3287,1643,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: خاص پوزيشن ۾ جماع ڪرڻ سان حمل جو امڪان وڌي ٿو. ڇا اهو سچ آهي؟,خاص پوزيشن ۾ جماع ڪرڻ سان حمل جو امڪان وڌي ٿو، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3288,1643,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: خاص پوزيشن ۾ جماع ڪرڻ سان حمل جو امڪان وڌي ٿو. ڇا اهو سچ آهي؟,ڪا خاص position حمل جو چانس وڌائي ٿي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3289,1644,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ عورت هڪ سال ۾ صرف هڪ ڀيرو ovulate ڪري سگهي ٿي. ڇا اهو سچ آهي؟,عورت هڪ سال ۾ صرف هڪ ڀيرو ovulate ڪري سگهي ٿي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3290,1644,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ عورت هڪ سال ۾ صرف هڪ ڀيرو ovulate ڪري سگهي ٿي. ڇا اهو سچ آهي؟,سال ۾ رڳو هڪ ڀيرو اووليشن ٿئي ٿي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3291,1645,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: بانجھ پن هميشه عورت جي غلطي هوندي آهي. ڇا اهو سچ آهي؟,بانجھ پن هميشه عورت جي غلطي هوندي آهي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3292,1645,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: بانجھ پن هميشه عورت جي غلطي هوندي آهي. ڇا اهو سچ آهي؟,infertility جو سبب هميشه عورت هوندي آهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3293,1646,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: زرخيزي جا مسئلا هميشه ظاهري علامتن سان گڏ هوندا آهن. ڇا اهو سچ آهي؟,زرخيزي جا مسئلا هميشه ظاهري علامتن سان گڏ هوندا آهن، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3294,1646,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: زرخيزي جا مسئلا هميشه ظاهري علامتن سان گڏ هوندا آهن. ڇا اهو سچ آهي؟,infertility هميشه ڪنهن نشاني سان محسوس ٿئي ٿي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3295,1647,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ ڀيرو STI جو علاج ٿيڻ کان پوءِ زرخيزي تي ڪوبه اثر نٿو رهي. ڇا اهو سچ آهي؟,STI جو علاج ٿيڻ بعد زرخيزي تي ڪوبه اثر نٿو رهي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3296,1647,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ ڀيرو STI جو علاج ٿيڻ کان پوءِ زرخيزي تي ڪوبه اثر نٿو رهي. ڇا اهو سچ آهي؟,STI جو علاج ٿي وڃي ته fertility بلڪل محفوظ رهي ٿي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3297,1648,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هارمونل مانع حمل استعمال ڪرڻ سان مستقبل ۾ ٻار غير معمولي پيدا ٿين ٿا. ڇا اهو سچ آهي؟,هارمونل مانع حمل استعمال ڪرڻ سان ايندڙ ٻار غير معمولي پيدا ٿين ٿا، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3298,1648,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هارمونل مانع حمل استعمال ڪرڻ سان مستقبل ۾ ٻار غير معمولي پيدا ٿين ٿا. ڇا اهو سچ آهي؟,hormonal birth control سان مستقبل جو ٻار خراب پيدا ٿئي ٿو، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3299,1649,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: صرف پراڻي عمر جون عورتون IVF جي ضرورتمند هونديون آهن. ڇا اهو سچ آهي؟,صرف پراڻي عمر جون عورتون IVF جون ضرورتمند هونديون آهن، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3300,1649,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: صرف پراڻي عمر جون عورتون IVF جي ضرورتمند هونديون آهن. ڇا اهو سچ آهي؟,IVF رڳو وڏي عمر جي عورتن لاءِ ضروري آهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3301,1650,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ عورت جيڪا باقاعده ورزش ڪري ٿي، هوءَ زرخيزي جي مسئلن کان محفوظ آهي. ڇا اهو سچ آهي؟,باقاعده ورزش ڪندڙ عورت زرخيزي جي مسئلن کان محفوظ آهي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3302,1650,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ عورت جيڪا باقاعده ورزش ڪري ٿي، هوءَ زرخيزي جي مسئلن کان محفوظ آهي. ڇا اهو سچ آهي؟,روزانو کسرت ڪرڻ سان infertility بلڪل نٿي ٿي سگهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3303,1651,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: جماع کان پهريان يا پوءِ نہاڻ سان حمل کي روڪي سگھجي ٿو. ڇا اهو سچ آهي؟,جماع کان پهريان يا پوءِ نهاڻ سان حمل کي روڪي سگهجي ٿو، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3304,1651,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: جماع کان پهريان يا پوءِ نہاڻ سان حمل کي روڪي سگھجي ٿو. ڇا اهو سچ آهي؟,intercourse کان اڳ يا پوءِ غسل سان حمل رڪجي ٿو، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3305,1652,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ عورت جنهن جو وزن نارمل آهي، ان کي زرخيزي جو ڪوبه مسئلو نٿو ٿئي. ڇا اهو سچ آهي؟,نارمل وزن واري عورت کي زرخيزي جو ڪو مسئلو نٿو ٿئي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3306,1652,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ عورت جنهن جو وزن نارمل آهي، ان کي زرخيزي جو ڪوبه مسئلو نٿو ٿئي. ڇا اهو سچ آهي؟,صحيح وزن هجڻ سان infertility بلڪل نٿي ٿي سگهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3307,1653,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: بانجھ پن هميشه مستقل هوندو آهي ۽ ان جو علاج ممڪن ناهي. ڇا اهو سچ آهي؟,بانجھ پن هميشه مستقل هوندو آهي ۽ ان جو علاج ناممڪن آهي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
