id,category,sub_category,question,answer,source,id,category,sub_category,question,answer,source,id,category,sub_category,question,answer,source,id,category,sub_category,question,answer,source
11,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا اهو عام آهي ته هڪ عرصي دوران ننڍڙن کلٽن جو گذرڻ؟,ڪڏھن ڪڏھن ننڍڙا ڪلٽ گذرڻ، خاص ڪري گھڻن ڏينھن تي، عام ۽ عام طور تي عام آھي؛ بار بار وڏيون ڪلٽون (هڪ سڪي کان وڏو) يا تمام گهڻو خونريزي صحت جي سار سنڀار فراهم ڪندڙ سان بحث ڪرڻ جي قابل آهي.,ACOG - https://www.acog.org/womens-health/faqs/heavy-menstrual-bleeding,11,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا اهو عام آهي ته هڪ عرصي دوران ننڍڙن کلٽن جو گذرڻ؟,ڪڏھن ڪڏھن ننڍڙا ڪلٽ گذرڻ، خاص ڪري گھڻن ڏينھن تي، عام ۽ عام طور تي عام آھي؛ بار بار وڏيون ڪلٽون (هڪ سڪي کان وڏو) يا تمام گهڻو خونريزي صحت جي سار سنڀار فراهم ڪندڙ سان بحث ڪرڻ جي قابل آهي.,ACOG - https://www.acog.org/womens-health/faqs/heavy-menstrual-bleeding,11,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا اهو عام آهي ته هڪ عرصي دوران ننڍڙن کلٽن جو گذرڻ؟,ڪڏھن ڪڏھن ننڍڙا ڪلٽ گذرڻ، خاص ڪري گھڻن ڏينھن تي، عام ۽ عام طور تي عام آھي؛ بار بار وڏيون ڪلٽون (هڪ سڪي کان وڏو) يا تمام گهڻو خونريزي صحت جي سار سنڀار فراهم ڪندڙ سان بحث ڪرڻ جي قابل آهي.,ACOG - https://www.acog.org/womens-health/faqs/heavy-menstrual-bleeding,11,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا اهو عام آهي ته هڪ عرصي دوران ننڍڙن کلٽن جو گذرڻ؟,ڪڏھن ڪڏھن ننڍڙا ڪلٽ گذرڻ، خاص ڪري گھڻن ڏينھن تي، عام ۽ عام طور تي عام آھي؛ بار بار وڏيون ڪلٽون (هڪ سڪي کان وڏو) يا تمام گهڻو خونريزي صحت جي سار سنڀار فراهم ڪندڙ سان بحث ڪرڻ جي قابل آهي.,ACOG - https://www.acog.org/womens-health/faqs/heavy-menstrual-bleeding
12,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,عرصو ڪڏهن ڪڏهن معمول کان مختلف بوءِ ڇو ٿا؟,حيض جي رت ۾ هڪ نرم قدرتي گند آهي جيڪا هوا جي نمائش سان ٿوري تبديل ٿي سگهي ٿي. پيڊن يا ٽيمپون کي باقاعدگي سان تبديل ڪرڻ ۽ ٻاهرئين جينياتي علائقي کي پاڻي سان ڌوئڻ ان کي منظم رکڻ ۾ مدد ڪري ٿو.,NHS - https://www.nhs.uk/conditions/periods/,12,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,عرصو ڪڏهن ڪڏهن معمول کان مختلف بوءِ ڇو ٿا؟,حيض جي رت ۾ هڪ نرم قدرتي گند آهي جيڪا هوا جي نمائش سان ٿوري تبديل ٿي سگهي ٿي. پيڊن يا ٽيمپون کي باقاعدگي سان تبديل ڪرڻ ۽ ٻاهرئين جينياتي علائقي کي پاڻي سان ڌوئڻ ان کي منظم رکڻ ۾ مدد ڪري ٿو.,NHS - https://www.nhs.uk/conditions/periods/,12,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,عرصو ڪڏهن ڪڏهن معمول کان مختلف بوءِ ڇو ٿا؟,حيض جي رت ۾ هڪ نرم قدرتي گند آهي جيڪا هوا جي نمائش سان ٿوري تبديل ٿي سگهي ٿي. پيڊن يا ٽيمپون کي باقاعدگي سان تبديل ڪرڻ ۽ ٻاهرئين جينياتي علائقي کي پاڻي سان ڌوئڻ ان کي منظم رکڻ ۾ مدد ڪري ٿو.,NHS - https://www.nhs.uk/conditions/periods/,12,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,عرصو ڪڏهن ڪڏهن معمول کان مختلف بوءِ ڇو ٿا؟,حيض جي رت ۾ هڪ نرم قدرتي گند آهي جيڪا هوا جي نمائش سان ٿوري تبديل ٿي سگهي ٿي. پيڊن يا ٽيمپون کي باقاعدگي سان تبديل ڪرڻ ۽ ٻاهرئين جينياتي علائقي کي پاڻي سان ڌوئڻ ان کي منظم رکڻ ۾ مدد ڪري ٿو.,NHS - https://www.nhs.uk/conditions/periods/
13,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا دٻاء دير ڪري سگھي ٿو يا مدت تبديل ڪري سگھي ٿو؟,ها، جذباتي طور تي يا جذباتي ردعمل تي ردعمل هارمونز تي اثرانداز ٿيڻ جو سبب آهي ته ان حوالي سان هڪ منظم، ٿورڙي پارٽي اووليشن ۾ دير ڪن ۽ ان جي نتيجي ۾ ختم ٿيڻ واري دور ۾.,NHS - https://www.nhs.uk/conditions/periods/,13,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا دٻاء دير ڪري سگھي ٿو يا مدت تبديل ڪري سگھي ٿو؟,ها، جذباتي طور تي يا جذباتي ردعمل تي ردعمل هارمونز تي اثرانداز ٿيڻ جو سبب آهي ته ان حوالي سان هڪ منظم، ٿورڙي پارٽي اووليشن ۾ دير ڪن ۽ ان جي نتيجي ۾ ختم ٿيڻ واري دور ۾.,NHS - https://www.nhs.uk/conditions/periods/,13,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا دٻاء دير ڪري سگھي ٿو يا مدت تبديل ڪري سگھي ٿو؟,ها، جذباتي طور تي يا جذباتي ردعمل تي ردعمل هارمونز تي اثرانداز ٿيڻ جو سبب آهي ته ان حوالي سان هڪ منظم، ٿورڙي پارٽي اووليشن ۾ دير ڪن ۽ ان جي نتيجي ۾ ختم ٿيڻ واري دور ۾.,NHS - https://www.nhs.uk/conditions/periods/,13,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا دٻاء دير ڪري سگھي ٿو يا مدت تبديل ڪري سگھي ٿو؟,ها، جذباتي طور تي يا جذباتي ردعمل تي ردعمل هارمونز تي اثرانداز ٿيڻ جو سبب آهي ته ان حوالي سان هڪ منظم، ٿورڙي پارٽي اووليشن ۾ دير ڪن ۽ ان جي نتيجي ۾ ختم ٿيڻ واري دور ۾.,NHS - https://www.nhs.uk/conditions/periods/
14,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا سفر ڪرڻ يا معمول ۾ تبديلي حيض واري چڪر کي متاثر ڪري ٿي؟,سفر، جيٽ لئگ، اونچائي ۾ تبديليون، ۽ خراب ننڊ يا کائڻ جا نمونا سڀ ڪجهه عارضي طور تي ڪجهه ماڻهن لاءِ سائيڪل جي وقت کي تبديل ڪري سگھن ٿا، عام طور تي هڪ يا ٻن چڪر جي اندر معمول تي موٽڻ.,NHS - https://www.nhs.uk/conditions/periods/,14,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا سفر ڪرڻ يا معمول ۾ تبديلي حيض واري چڪر کي متاثر ڪري ٿي؟,سفر، جيٽ لئگ، اونچائي ۾ تبديليون، ۽ خراب ننڊ يا کائڻ جا نمونا سڀ ڪجهه عارضي طور تي ڪجهه ماڻهن لاءِ سائيڪل جي وقت کي تبديل ڪري سگھن ٿا، عام طور تي هڪ يا ٻن چڪر جي اندر معمول تي موٽڻ.,NHS - https://www.nhs.uk/conditions/periods/,14,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا سفر ڪرڻ يا معمول ۾ تبديلي حيض واري چڪر کي متاثر ڪري ٿي؟,سفر، جيٽ لئگ، اونچائي ۾ تبديليون، ۽ خراب ننڊ يا کائڻ جا نمونا سڀ ڪجهه عارضي طور تي ڪجهه ماڻهن لاءِ سائيڪل جي وقت کي تبديل ڪري سگھن ٿا، عام طور تي هڪ يا ٻن چڪر جي اندر معمول تي موٽڻ.,NHS - https://www.nhs.uk/conditions/periods/,14,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا سفر ڪرڻ يا معمول ۾ تبديلي حيض واري چڪر کي متاثر ڪري ٿي؟,سفر، جيٽ لئگ، اونچائي ۾ تبديليون، ۽ خراب ننڊ يا کائڻ جا نمونا سڀ ڪجهه عارضي طور تي ڪجهه ماڻهن لاءِ سائيڪل جي وقت کي تبديل ڪري سگھن ٿا، عام طور تي هڪ يا ٻن چڪر جي اندر معمول تي موٽڻ.,NHS - https://www.nhs.uk/conditions/periods/
15,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا اهو عام آهي ته ڪنهن دور کان اڳ علامتون نه آهن؟,ها، ڪجهه ماڻهن ۾ حيض کان اڳ جون نشانيون تمام گهٽ آهن يا ڪو به قابل ذڪر نه آهن، جڏهن ته ٻيا ڪيترائي تجربا آهن؛ ٻئي نمونا عام جي حد اندر اچي وڃن ٿا.,ACOG - https://www.acog.org/womens-health/faqs/your-first-period,15,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا اهو عام آهي ته ڪنهن دور کان اڳ علامتون نه آهن؟,ها، ڪجهه ماڻهن ۾ حيض کان اڳ جون نشانيون تمام گهٽ آهن يا ڪو به قابل ذڪر نه آهن، جڏهن ته ٻيا ڪيترائي تجربا آهن؛ ٻئي نمونا عام جي حد اندر اچي وڃن ٿا.,ACOG - https://www.acog.org/womens-health/faqs/your-first-period,15,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا اهو عام آهي ته ڪنهن دور کان اڳ علامتون نه آهن؟,ها، ڪجهه ماڻهن ۾ حيض کان اڳ جون نشانيون تمام گهٽ آهن يا ڪو به قابل ذڪر نه آهن، جڏهن ته ٻيا ڪيترائي تجربا آهن؛ ٻئي نمونا عام جي حد اندر اچي وڃن ٿا.,ACOG - https://www.acog.org/womens-health/faqs/your-first-period,15,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا اهو عام آهي ته ڪنهن دور کان اڳ علامتون نه آهن؟,ها، ڪجهه ماڻهن ۾ حيض کان اڳ جون نشانيون تمام گهٽ آهن يا ڪو به قابل ذڪر نه آهن، جڏهن ته ٻيا ڪيترائي تجربا آهن؛ ٻئي نمونا عام جي حد اندر اچي وڃن ٿا.,ACOG - https://www.acog.org/womens-health/faqs/your-first-period
16,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا هڪ غير منظم مدت سمجهيو ويندو آهي؟,سائيڪلون جيڪي مسلسل 21 ڏينهن کان ننڍا هجن يا 35 ڏينهن کان وڌيڪ هجن، يا جيڪي 7 کان 9 ڏينهن کان وڌيڪ چڪر کان وٺي، عام طور تي غير منظم سمجهيا وڃن ٿا.,NHS - https://www.nhs.uk/conditions/periods/,16,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا هڪ غير منظم مدت سمجهيو ويندو آهي؟,سائيڪلون جيڪي مسلسل 21 ڏينهن کان ننڍا هجن يا 35 ڏينهن کان وڌيڪ هجن، يا جيڪي 7 کان 9 ڏينهن کان وڌيڪ چڪر کان وٺي، عام طور تي غير منظم سمجهيا وڃن ٿا.,NHS - https://www.nhs.uk/conditions/periods/,16,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا هڪ غير منظم مدت سمجهيو ويندو آهي؟,سائيڪلون جيڪي مسلسل 21 ڏينهن کان ننڍا هجن يا 35 ڏينهن کان وڌيڪ هجن، يا جيڪي 7 کان 9 ڏينهن کان وڌيڪ چڪر کان وٺي، عام طور تي غير منظم سمجهيا وڃن ٿا.,NHS - https://www.nhs.uk/conditions/periods/,16,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا هڪ غير منظم مدت سمجهيو ويندو آهي؟,سائيڪلون جيڪي مسلسل 21 ڏينهن کان ننڍا هجن يا 35 ڏينهن کان وڌيڪ هجن، يا جيڪي 7 کان 9 ڏينهن کان وڌيڪ چڪر کان وٺي، عام طور تي غير منظم سمجهيا وڃن ٿا.,NHS - https://www.nhs.uk/conditions/periods/
17,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,شروعاتي دورن کان پوءِ ڪيترو جلدي اهي باقاعده ٿي ويندا آهن؟,پهرين دور کان پوءِ ٻن کان ٽن سالن تائين وٺي سگھي ٿو سائيڪلن کي وڌيڪ اڳڪٿي ڪرڻ واري نموني ۾ آباد ٿيڻ لاءِ، ڇو ته هارمونل سسٽم اڃا تائين ان عرصي دوران پختو ٿي رهيو آهي.,NIH/NICHD - https://www.nichd.nih.gov/health/topics/menstruation,17,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,شروعاتي دورن کان پوءِ ڪيترو جلدي اهي باقاعده ٿي ويندا آهن؟,پهرين دور کان پوءِ ٻن کان ٽن سالن تائين وٺي سگھي ٿو سائيڪلن کي وڌيڪ اڳڪٿي ڪرڻ واري نموني ۾ آباد ٿيڻ لاءِ، ڇو ته هارمونل سسٽم اڃا تائين ان عرصي دوران پختو ٿي رهيو آهي.,NIH/NICHD - https://www.nichd.nih.gov/health/topics/menstruation,17,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,شروعاتي دورن کان پوءِ ڪيترو جلدي اهي باقاعده ٿي ويندا آهن؟,پهرين دور کان پوءِ ٻن کان ٽن سالن تائين وٺي سگھي ٿو سائيڪلن کي وڌيڪ اڳڪٿي ڪرڻ واري نموني ۾ آباد ٿيڻ لاءِ، ڇو ته هارمونل سسٽم اڃا تائين ان عرصي دوران پختو ٿي رهيو آهي.,NIH/NICHD - https://www.nichd.nih.gov/health/topics/menstruation,17,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,شروعاتي دورن کان پوءِ ڪيترو جلدي اهي باقاعده ٿي ويندا آهن؟,پهرين دور کان پوءِ ٻن کان ٽن سالن تائين وٺي سگھي ٿو سائيڪلن کي وڌيڪ اڳڪٿي ڪرڻ واري نموني ۾ آباد ٿيڻ لاءِ، ڇو ته هارمونل سسٽم اڃا تائين ان عرصي دوران پختو ٿي رهيو آهي.,NIH/NICHD - https://www.nichd.nih.gov/health/topics/menstruation
18,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا جسم جي وزن ۾ تبديليون حيض واري چڪر کي متاثر ڪري سگھن ٿيون؟,اهم وزن دور يا طاقت هارمونل سگنلن کي ٽوڙي ٽوڙي ٿورڙي ٿورڙي ٿورڙي ٿورڙي ٿورڙي ovulation کي منظم ڪن، طاقت غير منظم، يارجين جي ڪري.,NHS - https://www.nhs.uk/conditions/periods/,18,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا جسم جي وزن ۾ تبديليون حيض واري چڪر کي متاثر ڪري سگھن ٿيون؟,اهم وزن دور يا طاقت هارمونل سگنلن کي ٽوڙي ٽوڙي ٿورڙي ٿورڙي ٿورڙي ٿورڙي ٿورڙي ovulation کي منظم ڪن، طاقت غير منظم، يارجين جي ڪري.,NHS - https://www.nhs.uk/conditions/periods/,18,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا جسم جي وزن ۾ تبديليون حيض واري چڪر کي متاثر ڪري سگھن ٿيون؟,اهم وزن دور يا طاقت هارمونل سگنلن کي ٽوڙي ٽوڙي ٿورڙي ٿورڙي ٿورڙي ٿورڙي ٿورڙي ovulation کي منظم ڪن، طاقت غير منظم، يارجين جي ڪري.,NHS - https://www.nhs.uk/conditions/periods/,18,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا جسم جي وزن ۾ تبديليون حيض واري چڪر کي متاثر ڪري سگھن ٿيون؟,اهم وزن دور يا طاقت هارمونل سگنلن کي ٽوڙي ٽوڙي ٿورڙي ٿورڙي ٿورڙي ٿورڙي ٿورڙي ovulation کي منظم ڪن، طاقت غير منظم، يارجين جي ڪري.,NHS - https://www.nhs.uk/conditions/periods/
19,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا مشق دورن کي متاثر ڪري ٿو؟,اعتدال واري باقاعده ورزش چڪر لاءِ صحت مند آهي، پر تمام گهڻي يا وڏي مقدار واري تربيت، خاص طور تي ڪافي ڪيلورين جي استعمال کان سواءِ، ڪڏهن ڪڏهن غير منظم يا گم ٿيل دورن جو سبب بڻجي سگهي ٿي.,NHS - https://www.nhs.uk/conditions/periods/,19,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا مشق دورن کي متاثر ڪري ٿو؟,اعتدال واري باقاعده ورزش چڪر لاءِ صحت مند آهي، پر تمام گهڻي يا وڏي مقدار واري تربيت، خاص طور تي ڪافي ڪيلورين جي استعمال کان سواءِ، ڪڏهن ڪڏهن غير منظم يا گم ٿيل دورن جو سبب بڻجي سگهي ٿي.,NHS - https://www.nhs.uk/conditions/periods/,19,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا مشق دورن کي متاثر ڪري ٿو؟,اعتدال واري باقاعده ورزش چڪر لاءِ صحت مند آهي، پر تمام گهڻي يا وڏي مقدار واري تربيت، خاص طور تي ڪافي ڪيلورين جي استعمال کان سواءِ، ڪڏهن ڪڏهن غير منظم يا گم ٿيل دورن جو سبب بڻجي سگهي ٿي.,NHS - https://www.nhs.uk/conditions/periods/,19,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا مشق دورن کي متاثر ڪري ٿو؟,اعتدال واري باقاعده ورزش چڪر لاءِ صحت مند آهي، پر تمام گهڻي يا وڏي مقدار واري تربيت، خاص طور تي ڪافي ڪيلورين جي استعمال کان سواءِ، ڪڏهن ڪڏهن غير منظم يا گم ٿيل دورن جو سبب بڻجي سگهي ٿي.,NHS - https://www.nhs.uk/conditions/periods/
20,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا آهي سراسري عمر جي دورن کي رجونورتي کان اڳ باقاعده ٿيڻ بند ڪيو وڃي؟,سائيڪلون اڪثر سالن ۾ گهٽ اڳڪٿي ٿيڻ شروع ٿي وينديون آهن جيڪي منوپاز تائين پهچن ٿيون، جيڪي عام طور تي 45 کان 55 سالن جي عمر ۾ ٿينديون آهن، جيتوڻيڪ منتقلي پاڻ اڳ شروع ٿي سگهي ٿي.,NHS - https://www.nhs.uk/conditions/periods/,20,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا آهي سراسري عمر جي دورن کي رجونورتي کان اڳ باقاعده ٿيڻ بند ڪيو وڃي؟,سائيڪلون اڪثر سالن ۾ گهٽ اڳڪٿي ٿيڻ شروع ٿي وينديون آهن جيڪي منوپاز تائين پهچن ٿيون، جيڪي عام طور تي 45 کان 55 سالن جي عمر ۾ ٿينديون آهن، جيتوڻيڪ منتقلي پاڻ اڳ شروع ٿي سگهي ٿي.,NHS - https://www.nhs.uk/conditions/periods/,20,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا آهي سراسري عمر جي دورن کي رجونورتي کان اڳ باقاعده ٿيڻ بند ڪيو وڃي؟,سائيڪلون اڪثر سالن ۾ گهٽ اڳڪٿي ٿيڻ شروع ٿي وينديون آهن جيڪي منوپاز تائين پهچن ٿيون، جيڪي عام طور تي 45 کان 55 سالن جي عمر ۾ ٿينديون آهن، جيتوڻيڪ منتقلي پاڻ اڳ شروع ٿي سگهي ٿي.,NHS - https://www.nhs.uk/conditions/periods/,20,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا آهي سراسري عمر جي دورن کي رجونورتي کان اڳ باقاعده ٿيڻ بند ڪيو وڃي؟,سائيڪلون اڪثر سالن ۾ گهٽ اڳڪٿي ٿيڻ شروع ٿي وينديون آهن جيڪي منوپاز تائين پهچن ٿيون، جيڪي عام طور تي 45 کان 55 سالن جي عمر ۾ ٿينديون آهن، جيتوڻيڪ منتقلي پاڻ اڳ شروع ٿي سگهي ٿي.,NHS - https://www.nhs.uk/conditions/periods/
21,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا دورن جي وچ ۾ ڏسڻ هميشه هڪ ڳڻتي آهي؟,ڪوٺڙي دورن جي وچ ۾ وچ ۾ داغدار جي داغدار جي موقعي تي اتفاق ڪيو ويو ته يا فقير جي هارمون جي آواز تي، اهو نشان بار بار، يا اڻڄاتل ڳجهه جي صحت جي سارڀار پروپوزل کي ٻڌڻ ۾ اچي ٿو.,NHS - https://www.nhs.uk/conditions/periods/,21,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا دورن جي وچ ۾ ڏسڻ هميشه هڪ ڳڻتي آهي؟,ڪوٺڙي دورن جي وچ ۾ وچ ۾ داغدار جي داغدار جي موقعي تي اتفاق ڪيو ويو ته يا فقير جي هارمون جي آواز تي، اهو نشان بار بار، يا اڻڄاتل ڳجهه جي صحت جي سارڀار پروپوزل کي ٻڌڻ ۾ اچي ٿو.,NHS - https://www.nhs.uk/conditions/periods/,21,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا دورن جي وچ ۾ ڏسڻ هميشه هڪ ڳڻتي آهي؟,ڪوٺڙي دورن جي وچ ۾ وچ ۾ داغدار جي داغدار جي موقعي تي اتفاق ڪيو ويو ته يا فقير جي هارمون جي آواز تي، اهو نشان بار بار، يا اڻڄاتل ڳجهه جي صحت جي سارڀار پروپوزل کي ٻڌڻ ۾ اچي ٿو.,NHS - https://www.nhs.uk/conditions/periods/,21,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا دورن جي وچ ۾ ڏسڻ هميشه هڪ ڳڻتي آهي؟,ڪوٺڙي دورن جي وچ ۾ وچ ۾ داغدار جي داغدار جي موقعي تي اتفاق ڪيو ويو ته يا فقير جي هارمون جي آواز تي، اهو نشان بار بار، يا اڻڄاتل ڳجهه جي صحت جي سارڀار پروپوزل کي ٻڌڻ ۾ اچي ٿو.,NHS - https://www.nhs.uk/conditions/periods/
22,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا ٿڃ پيارڻ سان متاثر ٿي سگھي ٿو جڏهن ٻار جي ڄمڻ کان پوء دور واپس اچي؟,بار بار، کير پيارڻ جي ڪجهه ڏينهن ۾ واپس دير سان، خاص طور تي ان جو بيان بيان ڪيو ويو ته اهو اوووليشن سان گڏ هارمون دٻائي؛ ٿورڙو. ظاهر آهي ته اڳ ۾ ئي هڪ ڪاٿي آهي جنهن کي جلد پيار ڪرڻ عام طور تي پارٽيءَ جي جيان ٿي ويو آهي.,WHO - https://www.who.int/news-room/fact-sheets/detail/menstrual-health-and-hygiene,22,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا ٿڃ پيارڻ سان متاثر ٿي سگھي ٿو جڏهن ٻار جي ڄمڻ کان پوء دور واپس اچي؟,بار بار، کير پيارڻ جي ڪجهه ڏينهن ۾ واپس دير سان، خاص طور تي ان جو بيان بيان ڪيو ويو ته اهو اوووليشن سان گڏ هارمون دٻائي؛ ٿورڙو. ظاهر آهي ته اڳ ۾ ئي هڪ ڪاٿي آهي جنهن کي جلد پيار ڪرڻ عام طور تي پارٽيءَ جي جيان ٿي ويو آهي.,WHO - https://www.who.int/news-room/fact-sheets/detail/menstrual-health-and-hygiene,22,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا ٿڃ پيارڻ سان متاثر ٿي سگھي ٿو جڏهن ٻار جي ڄمڻ کان پوء دور واپس اچي؟,بار بار، کير پيارڻ جي ڪجهه ڏينهن ۾ واپس دير سان، خاص طور تي ان جو بيان بيان ڪيو ويو ته اهو اوووليشن سان گڏ هارمون دٻائي؛ ٿورڙو. ظاهر آهي ته اڳ ۾ ئي هڪ ڪاٿي آهي جنهن کي جلد پيار ڪرڻ عام طور تي پارٽيءَ جي جيان ٿي ويو آهي.,WHO - https://www.who.int/news-room/fact-sheets/detail/menstrual-health-and-hygiene,22,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,ڇا ٿڃ پيارڻ سان متاثر ٿي سگھي ٿو جڏهن ٻار جي ڄمڻ کان پوء دور واپس اچي؟,بار بار، کير پيارڻ جي ڪجهه ڏينهن ۾ واپس دير سان، خاص طور تي ان جو بيان بيان ڪيو ويو ته اهو اوووليشن سان گڏ هارمون دٻائي؛ ٿورڙو. ظاهر آهي ته اڳ ۾ ئي هڪ ڪاٿي آهي جنهن کي جلد پيار ڪرڻ عام طور تي پارٽيءَ جي جيان ٿي ويو آهي.,WHO - https://www.who.int/news-room/fact-sheets/detail/menstrual-health-and-hygiene
